item_id,Title,CurrentPrice,MedianSold,ActiveAvg,SuggestedPrice,SupplyCount,Note,UpdateStatus,Error
3.3553E+11,Derek Jeter 1999 Pacific Crown Royale #97 New York Yankees,5.69,5.49,4.99,4.99,8.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=2) | Active median A2",Updated successfully (business policy warning only),
3.35578E+11,Lee Roy Selmon 1979 Topps #123 Tampa Bay Buccaneers,1.5,2.99,1.75,1.75,21.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=5) | Active median A2",Updated successfully (business policy warning only),
3.35686E+11,"Ken Griffey, Jr. 1991 Classic I #T3 Seattle Mariners",1.85,2.75,1.95,1.95,26.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=5) | Active median A2",,
3.35823E+11,Lance Lynn 2011 Bowman Draft Picks & Prospects Chrome #65 RC St. Louis Cardinals,3.65,2.98,1.99,2.19,16.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=1) | Active median A2 | Drop capped 40% vs current",Updated successfully (business policy warning only),
3.35857E+11,Cal Ripken Jr. 1995 Pacific #30 Baltimore Orioles,1.99,5.0,2.89,2.89,12.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Active median A2",Updated successfully (business policy warning only),
3.3587E+11,Jose Canseco 2001 Topps Traded & Rookies #T59 NM-MT OR BETTER White Sox,3.99,,9.99,9.99,1.0,"No solds | Browse (Merged) | Active(A2,k=1) | Active median A2",Updated successfully (business policy warning only),
3.36076E+11,Brett Favre 1996 Collector's Choice Update #U72 Green Bay Packers HOF QB Legend,2.0,2.0,2.24,2.25,6.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=1) | Active median A2",Updated successfully (business policy warning only),
2.3621E+11,Brett Favre 2019 Panini Contenders Draft Picks Collegiate #18 Southern Miss,2.39,1.99,1.6,1.6,10.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=5) | Active median A2",Updated successfully (business policy warning only),
2.36275E+11,Kevin Durant 2022-23 Donruss Complete Players #9 Brooklyn Nets,1.95,4.09,1.68,1.69,15.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=4) | Active median A2",Updated successfully (business policy warning only),
2.36337E+11,Joe Montana 1992 Pro Line Portraits QB Gold #14 San Francisco 49ers,1.95,2.14,2.34,2.35,16.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=4) | Active median A2",Updated successfully (business policy warning only),
3.36133E+11,Tyler Herro 2023-24 Hoops Blue #221 Miami Heat,2.5,3.51,2.24,2.25,10.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=2) | Active median A2",Updated successfully (business policy warning only),
3.36188E+11,Joe Montana 1990-91 Pro Set Super Bowl Silver Anniversary Team #2,1.5,1.5,1.5,1.5,1.0,"Browse BIN | Browse (Merged) | Active(A2,k=1) | Sold(A2,n=1) | Active median A2",,
3.36187E+11,Joe Montana 1992 Pro Set #649 San Francisco 49ers,1.5,3.0,1.69,1.69,18.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=4) | Active median A2",Updated successfully (business policy warning only),
2.36399E+11,Giannis Antetokounmpo 2022-23 Donruss #53 Milwaukee Bucks,2.0,3.0,1.59,1.59,17.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Active median A2",Updated successfully (business policy warning only),
2.36156E+11,Mike Yastrzemski 2023 Topps Cosmic Chrome #133 San Francisco Giants,1.59,1.79,1.59,1.59,17.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=4) | Active median A2",,
3.36137E+11,Derek Jeter 2006 Ultra Lucky 13 #208 New York Yankees HOF Legend,4.25,5.47,4.62,4.6,4.0,"Browse BIN | Browse (Merged) | Active(A2,k=4) | Sold(A2,n=2) | Active median A2",Updated successfully (business policy warning only),
3.36189E+11,Joe Montana 1995 Fleer Aerial Attack #3 NM-MT OR BETTER Kansas City Chiefs,3.96,,1.89,2.38,22.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=1) | Sold dropped (>> actives w/low N) | Active median A2 | Drop capped 40% vs current",Updated successfully (business policy warning only),
3.35971E+11,Jacob deGrom 2022 Panini Mosaic Aces #A-1 New York Mets,1.49,2.57,1.64,1.65,16.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=2) | Active median A2",Updated successfully (business policy warning only),
2.36215E+11,Harrison Smith 2022 Donruss Premium Press Proof MINT Gold #109 Minnesota Vikings,1.6,1.89,1.84,1.85,12.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=2) | Active median A2",Updated successfully (business policy warning only),
3.35923E+11,Carlos Peguero 2011 Topps Pro Debut Double-A All Stars #DA22 Diamond Jaxx,1.85,1.85,1.85,1.85,1.0,"Browse BIN | Browse (Merged) | Active(A2,k=1) | Sold(A2,n=1) | Active median A2",,
3.3624E+11,Jim Kelly 2021 Panini Select #141 Buffalo Bills,1.75,2.99,1.97,1.95,30.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=5) | Active median A2",Updated successfully (business policy warning only),
2.3628E+11,Derek Jeter 1995 Action Packed #1 Tampa Yankees HOF Legend Captain,3.49,3.48,3.48,3.49,9.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=1) | Active median A2",,
2.36339E+11,Joe Montana 1994 Fleer Living Legends #3 Kansas City Chiefs,4.75,4.25,3.99,3.99,14.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=2) | Active median A2",Updated successfully (business policy warning only),
3.36079E+11,Kareem Hunt 2022 Donruss Premium Press Proof MINT Gold #211 Cleveland Browns,1.99,1.99,1.98,1.99,14.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=4) | Active median A2",,
2.36064E+11,Casey Haerther 2011 Topps Pro Debut Single-A All Stars #SA34 Kernels,2.15,,,,0.0,No solds | No actives | No data,,
2.36113E+11,Michael Knorr 2022 Prizm Draft Picks Neon Pink Velocity #PDP103,1.9,,5.0,5.0,2.0,"No solds | Browse (Merged) | Active(A2,k=2) | Active median A2",Updated successfully (business policy warning only),
3.36021E+11,Scott Rolen 1999 Upper Deck Challengers for 70 #39 Philadelphia Phillies,2.0,2.04,2.0,2.0,11.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=2) | Active median A2",,
236155704379,Charlie Sheen 2022 Topps Allen & Ginter Mini #216,1.99,3.69,1.99,1.99,19.0,"Browse BIN | ActiveCache (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Active median A2",,
335966892487,Tim Brown / Sterling Sharpe 1994 Pinnacle Team Pinnacle Dufex Back #TP6,4.7,5.79,4.7,4.7,4.0,"Browse BIN | ActiveCache (Merged) | Active(A2,k=4) | Sold(A2,n=2) | Active median A2",,
336132718806,Khris Middleton 2020-21 Panini Illusions #51 Milwaukee Bucks,1.69,2.32,1.66,1.65,12.0,"Browse BIN | ActiveCache (Merged) | Active(A2,k=5) | Sold(A2,n=2) | Active median A2",,
336185349534,Joe Montana 1994 Score #67 NM-MT OR BETTER Kansas City Chiefs,1.85,1.99,1.84,1.85,16.0,"Browse BIN | ActiveCache (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Active median A2",,
336240449846,Luka Doncic 2022-23 Donruss Franchise Features #26 Dallas Mavericks,1.99,2.49,1.98,1.99,16.0,"Browse BIN | ActiveCache (Merged) | Active(A2,k=5) | Sold(A2,n=4) | Active median A2",,
336075948317,Donovan McNabb 2022 Donruss Premium Press Proof #176 MINT Philadelphia Eagles,1.7,2.1,1.75,1.75,20.0,"Browse BIN | ActiveCache (Merged) | Active(A2,k=5) | Sold(A2,n=2) | Active median A2",,
336075948288,Brett Favre 2003 Upper Deck Standing O #4 Green Bay Packers HOF QB Legend,5.29,5.29,5.29,5.29,3.0,"Browse BIN | ActiveCache (Merged) | Active(A2,k=3) | Sold(A2,n=2) | Active median A2",,
236108281211,Tim Brown 1996 Stadium Club TSC Matrix #124 Oakland Raiders,2.59,2.59,2.59,2.59,2.0,"Browse BIN | ActiveCache (Merged) | Active(A2,k=2) | Sold(A2,n=1) | Active median A2",,
336021074530,Samuel Munoz 2023 Bowman Sterling #BSP-69 Los Angeles Dodgers,1.95,,1.95,1.95,15.0,"Browse BIN | ActiveCache (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Sold dropped (>> actives w/low N) | Active median A2",,
236155704379,Charlie Sheen 2022 Topps Allen & Ginter Mini #216,1.99,3.69,1.99,1.99,19.0,"Browse BIN | ActiveCache (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Active median A2",,
335966892487,Tim Brown / Sterling Sharpe 1994 Pinnacle Team Pinnacle Dufex Back #TP6,4.7,5.79,4.7,4.7,4.0,"Browse BIN | ActiveCache (Merged) | Active(A2,k=4) | Sold(A2,n=2) | Active median A2",,
336132718806,Khris Middleton 2020-21 Panini Illusions #51 Milwaukee Bucks,1.69,2.32,1.66,1.65,12.0,"Browse BIN | ActiveCache (Merged) | Active(A2,k=5) | Sold(A2,n=2) | Active median A2",,
336185349534,Joe Montana 1994 Score #67 NM-MT OR BETTER Kansas City Chiefs,1.85,1.99,1.84,1.85,16.0,"Browse BIN | ActiveCache (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Active median A2",,
336240449846,Luka Doncic 2022-23 Donruss Franchise Features #26 Dallas Mavericks,1.99,2.49,1.98,1.99,16.0,"Browse BIN | ActiveCache (Merged) | Active(A2,k=5) | Sold(A2,n=4) | Active median A2",,
336075948317,Donovan McNabb 2022 Donruss Premium Press Proof #176 MINT Philadelphia Eagles,1.7,2.1,1.75,1.75,20.0,"Browse BIN | ActiveCache (Merged) | Active(A2,k=5) | Sold(A2,n=2) | Active median A2",,
336075948288,Brett Favre 2003 Upper Deck Standing O #4 Green Bay Packers HOF QB Legend,5.29,5.29,5.29,5.29,3.0,"Browse BIN | ActiveCache (Merged) | Active(A2,k=3) | Sold(A2,n=2) | Active median A2",,
236108281211,Tim Brown 1996 Stadium Club TSC Matrix #124 Oakland Raiders,2.59,2.59,2.59,2.59,2.0,"Browse BIN | ActiveCache (Merged) | Active(A2,k=2) | Sold(A2,n=1) | Active median A2",,
336021074530,Samuel Munoz 2023 Bowman Sterling #BSP-69 Los Angeles Dodgers,1.95,,1.95,1.95,15.0,"Browse BIN | ActiveCache (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Sold dropped (>> actives w/low N) | Active median A2",,
